"query"	"significant"	"p_value"	"term_size"	"query_size"	"intersection_size"	"precision"	"recall"	"term_id"	"source"	"term_name"	"effective_domain_size"	"source_order"	"parents"	"evidence_codes"	"intersection"
query_1	TRUE	0.0249089629902447	3	22	2	0.0909090909090909	0.666666666666667	CORUM:7480	CORUM	HDAC3-H1.3-SMRT-N-Cor complex	752	2854	CORUM:0000000	CORUM,CORUM	HDAC3,NCOR2
query_1	TRUE	0.0249089629902447	3	22	2	0.0909090909090909	0.666666666666667	CORUM:6353	CORUM	beta-Catenin destruction complex	752	2070	CORUM:0000000	CORUM,CORUM	CTNNB1,GSK3B
query_1	TRUE	0.0249089629902447	3	22	2	0.0909090909090909	0.666666666666667	CORUM:58	CORUM	SMRT complex	752	26	CORUM:0000000	CORUM,CORUM	HDAC3,NCOR2
query_1	TRUE	0.0249089629902447	3	22	2	0.0909090909090909	0.666666666666667	CORUM:2754	CORUM	JUND-FOSB-SMAD3-SMAD4 complex	752	1173	CORUM:0000000	CORUM,CORUM	JUND,SMAD4
query_1	TRUE	0.0249089629902447	3	22	2	0.0909090909090909	0.666666666666667	CORUM:7050	CORUM	PIAS1-SUMO1-UBC9 complex	752	2552	CORUM:0000000	CORUM,CORUM	PIAS1,UBE2I
query_1	TRUE	0.0249089629902447	3	22	2	0.0909090909090909	0.666666666666667	CORUM:6646	CORUM	SMAD2-SMAD4-WWTR1 complex	752	2278	CORUM:0000000	CORUM,CORUM	SMAD2,SMAD4
query_1	TRUE	0.0249089629902447	3	22	2	0.0909090909090909	0.666666666666667	CORUM:3166	CORUM	AXIN1-APC-CTNNB1-GSK3B complex	752	1438	CORUM:0000000	CORUM,CORUM	CTNNB1,GSK3B
query_1	TRUE	0.0249089629902447	3	22	2	0.0909090909090909	0.666666666666667	CORUM:3234	CORUM	SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced	752	1474	CORUM:0000000	CORUM,CORUM	SMAD2,SMAD4
query_1	TRUE	0.0249089629902447	3	22	2	0.0909090909090909	0.666666666666667	CORUM:2998	CORUM	Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex	752	1330	CORUM:0000000	CORUM,CORUM	CTNNB1,GSK3B
query_1	TRUE	0.0446783207273344	4	22	2	0.0909090909090909	0.5	CORUM:2692	CORUM	SMAD3-SMAD4-cJun-cFos complex	752	1130	CORUM:0000000	CORUM,CORUM	FOS,SMAD4
query_1	TRUE	0.0446783207273344	4	22	2	0.0909090909090909	0.5	CORUM:745	CORUM	NCOR-SIN3-RPD3 complex	752	411	CORUM:0000000	CORUM,CORUM	HDAC2,NCOR2
query_1	TRUE	6.88000369683868e-05	41	22	10	0.454545454545455	0.24390243902439	GO:0048863	GO:BP	stem cell differentiation	752	13846	GO:0030154	IEA,IMP IEA,IMP,NAS,IEA,ISS IEA,IEA,IEA,IEA,IEA	CDK6,CTNNB1,GSK3B,HDAC2,HIF1A,KAT5,MAPK1,MAPK3,SMAD4,XRCC5
query_1	TRUE	0.00349494472439139	37	22	8	0.363636363636364	0.216216216216216	GO:0048762	GO:BP	mesenchymal cell differentiation	752	13753	c("GO:0030154", "GO:0060485")	IMP IGI TAS,IMP,IEA,ISS IEA,IEA,IEA,ISS IEA,IMP ISS IEA	CTNNB1,GSK3B,HDAC2,HIF1A,MAPK1,MAPK3,SMAD2,SMAD4
query_1	TRUE	0.00454588816446194	126	22	13	0.590909090909091	0.103174603174603	GO:0033993	GO:BP	response to lipid	752	8812	GO:0010033	IDA,IEA,IMP,IEA,IEA,IDA,IEA,IEA,IDA,IMP IEA,IBA IEA,IDA,IEA	CTNNB1,FOS,GSK3B,HDAC2,JUND,KAT5,MAPK1,MAPK3,MAPK8,NCOR2,PGR,SMAD2,XRCC5
query_1	TRUE	0.0056419963718006	21	22	6	0.272727272727273	0.285714285714286	GO:0035270	GO:BP	endocrine system development	752	9416	GO:0048731	IDA,TAS,IEA,IEA,IEA,IEA	CDK6,GSK3B,MAPK1,MAPK3,SMAD2,SMAD4
query_1	TRUE	0.0056419963718006	43	22	8	0.363636363636364	0.186046511627907	GO:0060485	GO:BP	mesenchyme development	752	15517	c("GO:0009888", "GO:0048513")	IMP IGI TAS IEA,IMP,IEA,ISS IEA,IEA,IEA,IMP ISS IEA,IMP ISS IEA	CTNNB1,GSK3B,HDAC2,HIF1A,MAPK1,MAPK3,SMAD2,SMAD4
query_1	TRUE	0.0056419963718006	136	22	13	0.590909090909091	0.0955882352941176	GO:0009607	GO:BP	response to biotic stimulus	752	3612	GO:0050896	IEP,TAS,IEA,IDA,IEA,IDA,IEA,IEA,IEA,IEA,IDA,IDA IEA,IDA IEA	CDK6,CREBBP,FOS,GSK3B,HDAC2,HIF1A,JUND,KAT5,MAPK1,MAPK3,MAPK8,XRCC5,XRCC6
query_1	TRUE	0.00708048842677849	3	22	3	0.136363636363636	1	GO:0000578	GO:BP	embryonic axis specification	752	193	c("GO:0009798", "GO:0009880")	IEA,IMP,IEA	CTNNB1,SMAD2,SMAD4
query_1	TRUE	0.00740209305414099	8	22	4	0.181818181818182	0.5	GO:0042733	GO:BP	embryonic digit morphogenesis	752	10909	c("GO:0030326", "GO:0048598")	TAS,IEA,ISS,IEA	CREBBP,CTNNB1,HDAC2,SMAD4
query_1	TRUE	0.00740209305414099	8	22	4	0.181818181818182	0.5	GO:1903351	GO:BP	cellular response to dopamine	752	24030	c("GO:0071870", "GO:1903350")	NAS,IEA,IMP,IMP	GSK3B,HDAC2,MAPK1,MAPK3
query_1	TRUE	0.00740209305414099	8	22	4	0.181818181818182	0.5	GO:0002068	GO:BP	glandular epithelial cell development	752	676	c("GO:0002066", "GO:0002067")	IDA,TAS,IEA,IEA	CDK6,GSK3B,HIF1A,PGR
query_1	TRUE	0.00740209305414099	8	22	4	0.181818181818182	0.5	GO:1903350	GO:BP	response to dopamine	752	24029	GO:0071869	NAS,IEA,IMP,IMP	GSK3B,HDAC2,MAPK1,MAPK3
query_1	TRUE	0.00757266446267089	148	22	13	0.590909090909091	0.0878378378378378	GO:0009628	GO:BP	response to abiotic stimulus	752	3626	GO:0050896	IDA TAS,TAS,IEA,TAS,IEA,IDA IMP IEP IBA IEA,IEA,IDA,IEP,IDA IEP IBA,IMP,IDA IBA IEA,IDA IBA	CREBBP,CTNNB1,FOS,GSK3B,HDAC2,HIF1A,JUND,KAT5,MAPK3,MAPK8,SMAD4,XRCC5,XRCC6
query_1	TRUE	0.00857520726336969	10	22	4	0.181818181818182	0.4	GO:0014033	GO:BP	neural crest cell differentiation	752	4719	c("GO:0048762", "GO:0048863")	IEA,IEA,IEA,IEA	HIF1A,MAPK1,MAPK3,SMAD4
query_1	TRUE	0.00857520726336969	4	22	3	0.136363636363636	0.75	GO:0060440	GO:BP	trachea formation	752	15476	c("GO:0048645", "GO:0060439")	IEA,IEA,IEA	CTNNB1,MAPK1,MAPK3
query_1	TRUE	0.00857520726336969	57	22	8	0.363636363636364	0.140350877192982	GO:0010638	GO:BP	positive regulation of organelle organization	752	4380	c("GO:0006996", "GO:0033043", "GO:0051130")	ISS IEA,IMP ISS,IEA,IDA,IMP,IMP,TAS,IMP	CTNNB1,GSK3B,HIF1A,KAT5,MAPK1,MAPK3,MAPK8,XRCC5
query_1	TRUE	0.00857520726336969	17	22	5	0.227272727272727	0.294117647058824	GO:0002067	GO:BP	glandular epithelial cell differentiation	752	675	GO:0002065	IDA,IEA,TAS,IEA,IEA	CDK6,CTNNB1,GSK3B,HIF1A,PGR
query_1	TRUE	0.00857520726336969	10	22	4	0.181818181818182	0.4	GO:0051973	GO:BP	positive regulation of telomerase activity	752	14831	c("GO:0051347", "GO:0051972", "GO:2000573")	ISS IEA,IMP,IMP,TAS	CTNNB1,MAPK1,MAPK3,XRCC5
query_1	TRUE	0.00857520726336969	4	22	3	0.136363636363636	0.75	GO:0060439	GO:BP	trachea morphogenesis	752	15475	c("GO:0009887", "GO:0060438")	IEA,IEA,IEA	CTNNB1,MAPK1,MAPK3
query_1	TRUE	0.00857520726336969	10	22	4	0.181818181818182	0.4	GO:0071867	GO:BP	response to monoamine	752	17906	GO:0010243	NAS,IEA,IMP,IMP	GSK3B,HDAC2,MAPK1,MAPK3
query_1	TRUE	0.00857520726336969	131	22	12	0.545454545454545	0.0916030534351145	GO:0051707	GO:BP	response to other organism	752	14692	c("GO:0043207", "GO:0044419")	IEP,TAS,IEA,IEA,IDA,IEA,IEA,IEA,IEA,IDA,IDA IEA,IDA IEA	CDK6,CREBBP,FOS,HDAC2,HIF1A,JUND,KAT5,MAPK1,MAPK3,MAPK8,XRCC5,XRCC6
query_1	TRUE	0.00857520726336969	29	22	6	0.272727272727273	0.206896551724138	GO:0001837	GO:BP	epithelial to mesenchymal transition	752	508	GO:0048762	IMP IGI TAS,IMP,IEA,ISS IEA,ISS IEA,IMP ISS IEA	CTNNB1,GSK3B,HDAC2,HIF1A,SMAD2,SMAD4
query_1	TRUE	0.00857520726336969	58	22	8	0.363636363636364	0.137931034482759	GO:0001503	GO:BP	ossification	752	333	GO:0032501	IDA,IMP IEA,IMP,IEA,IEA,IEA,IEA,IEA	CDK6,CTNNB1,GSK3B,HIF1A,JUND,MAPK1,MAPK3,SMAD4
query_1	TRUE	0.00857520726336969	131	22	12	0.545454545454545	0.0916030534351145	GO:0043207	GO:BP	response to external biotic stimulus	752	11164	c("GO:0009605", "GO:0009607")	IEP,TAS,IEA,IEA,IDA,IEA,IEA,IEA,IEA,IDA,IDA IEA,IDA IEA	CDK6,CREBBP,FOS,HDAC2,HIF1A,JUND,KAT5,MAPK1,MAPK3,MAPK8,XRCC5,XRCC6
query_1	TRUE	0.00857520726336969	10	22	4	0.181818181818182	0.4	GO:0071869	GO:BP	response to catecholamine	752	17908	c("GO:0014070", "GO:0071867", "GO:1901700")	NAS,IEA,IMP,IMP	GSK3B,HDAC2,MAPK1,MAPK3
query_1	TRUE	0.00857520726336969	9	22	4	0.181818181818182	0.444444444444444	GO:1904358	GO:BP	positive regulation of telomere maintenance via telomere lengthening	752	24899	c("GO:0010833", "GO:0032206", "GO:1904356")	ISS IEA,IMP,IMP,IMP	CTNNB1,MAPK1,MAPK3,XRCC5
query_1	TRUE	0.00857520726336969	10	22	4	0.181818181818182	0.4	GO:0071870	GO:BP	cellular response to catecholamine stimulus	752	17909	c("GO:0071407", "GO:0071868", "GO:0071869", "GO:1901701")	NAS,IEA,IMP,IMP	GSK3B,HDAC2,MAPK1,MAPK3
query_1	TRUE	0.00857520726336969	10	22	4	0.181818181818182	0.4	GO:0071868	GO:BP	cellular response to monoamine stimulus	752	17907	c("GO:0071417", "GO:0071867")	NAS,IEA,IMP,IMP	GSK3B,HDAC2,MAPK1,MAPK3
query_1	TRUE	0.00857520726336969	9	22	4	0.181818181818182	0.444444444444444	GO:0032212	GO:BP	positive regulation of telomere maintenance via telomerase	752	7824	c("GO:0007004", "GO:0032210", "GO:1904358", "GO:2000573")	ISS IEA,IMP,IMP,IMP	CTNNB1,MAPK1,MAPK3,XRCC5
query_1	TRUE	0.00879698704986561	188	22	14	0.636363636363636	0.074468085106383	GO:1901700	GO:BP	response to oxygen-containing compound	752	22661	GO:0042221	IDA,IDA IMP IEA,IMP ISS IBA NAS,IEA,IDA IEA,IEA,IDA IEA,IMP IEA,IMP IEA,IDA IMP,IEA,IDA IEA,IEA,IEA	CTNNB1,FOS,GSK3B,HDAC2,HIF1A,JUND,KAT5,MAPK1,MAPK3,MAPK8,NCOR2,SMAD2,SMAD4,XRCC5
query_1	TRUE	0.0109179825803998	78	22	9	0.409090909090909	0.115384615384615	GO:0048511	GO:BP	rhythmic process	752	13534	GO:0008150	IEA,ISS IEA,ISS IEA,ISS IEA,IEA,ISS IEA,ISS IEA,IEA,IEA	CREBBP,GSK3B,HDAC2,HDAC3,JUND,KAT5,MAPK8,NCOR2,PGR
query_1	TRUE	0.010972017682211	11	22	4	0.181818181818182	0.363636363636364	GO:0032210	GO:BP	regulation of telomere maintenance via telomerase	752	7822	c("GO:0007004", "GO:1904356", "GO:2000278")	ISS IEA,IMP,IMP,IMP	CTNNB1,MAPK1,MAPK3,XRCC5
query_1	TRUE	0.010972017682211	61	22	8	0.363636363636364	0.131147540983607	GO:0048598	GO:BP	embryonic morphogenesis	752	13605	c("GO:0009653", "GO:0009790")	TAS,ISS IEA,ISS,IEA,IEA,IEA,ISS TAS IEA,IEA	CREBBP,CTNNB1,HDAC2,HIF1A,MAPK1,MAPK3,SMAD2,SMAD4
query_1	TRUE	0.010972017682211	11	22	4	0.181818181818182	0.363636363636364	GO:0002066	GO:BP	columnar/cuboidal epithelial cell development	752	674	c("GO:0002064", "GO:0002065")	IDA,TAS,IEA,IEA	CDK6,GSK3B,HIF1A,PGR
query_1	TRUE	0.0122548432636903	100	22	10	0.454545454545455	0.1	GO:0071396	GO:BP	cellular response to lipid	752	17594	c("GO:0033993", "GO:0071310")	IEA,IMP,IEA,IDA,IEA,IEA,IDA,IMP,IBA IEA,IEA	FOS,GSK3B,HDAC2,KAT5,MAPK1,MAPK3,MAPK8,NCOR2,PGR,XRCC5
query_1	TRUE	0.0123304237582296	63	22	8	0.363636363636364	0.126984126984127	GO:0048732	GO:BP	gland development	752	13729	GO:0048513	IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA	CTNNB1,HIF1A,MAPK1,MAPK3,NCOR2,PGR,SMAD2,SMAD4
query_1	TRUE	0.0123304237582296	122	22	11	0.5	0.0901639344262295	GO:0045597	GO:BP	positive regulation of cell differentiation	752	12148	c("GO:0030154", "GO:0045595", "GO:0048522", "GO:0051094")	IMP IGI ISS NAS IEA,IEA,IMP,IEA,IC IEA,IEA,IDA IEA,ISS IEA,ISS IEA,IEA,ISS	CTNNB1,FOS,GSK3B,HDAC2,HIF1A,JUND,KAT5,SMAD2,SMAD4,XRCC5,XRCC6
query_1	TRUE	0.0128907156172378	5	22	3	0.136363636363636	0.6	GO:0071542	GO:BP	dopaminergic neuron differentiation	752	17699	GO:0030182	ISS IC IEA,TAS,IEA	CTNNB1,GSK3B,HIF1A
query_1	TRUE	0.0131144356981345	64	22	8	0.363636363636364	0.125	GO:0062197	GO:BP	cellular response to chemical stress	752	16782	c("GO:0033554", "GO:0070887")	IEA,IDA IMP,IEA,IDA IEA,IMP,IMP,IDA IMP,IEA	CTNNB1,FOS,HDAC2,HIF1A,MAPK1,MAPK3,MAPK8,XRCC5
query_1	TRUE	0.0133159764852956	12	22	4	0.181818181818182	0.333333333333333	GO:0071276	GO:BP	cellular response to cadmium ion	752	17477	c("GO:0046686", "GO:0071248")	IMP,IMP,IMP,IMP	FOS,MAPK1,MAPK3,MAPK8
query_1	TRUE	0.0133159764852956	12	22	4	0.181818181818182	0.333333333333333	GO:0031016	GO:BP	pancreas development	752	7365	GO:0048513	IDA,IEA,TAS,IEA	CDK6,CTNNB1,GSK3B,SMAD2
query_1	TRUE	0.0140125147489708	22	22	5	0.227272727272727	0.227272727272727	GO:0002065	GO:BP	columnar/cuboidal epithelial cell differentiation	752	673	GO:0030855	IDA,IEA,TAS,IEA,IEA	CDK6,CTNNB1,GSK3B,HIF1A,PGR
query_1	TRUE	0.014162799787294	126	22	11	0.5	0.0873015873015873	GO:0060429	GO:BP	epithelium development	752	15465	GO:0009888	IDA,IMP ISS TAS IEA,TAS,ISS,IEA,IEA,IEA,IEA,IEA,IEA,ISS IEA	CDK6,CTNNB1,GSK3B,HDAC2,HDAC3,HIF1A,KAT5,MAPK1,PGR,SMAD2,SMAD4
query_1	TRUE	0.0150009091460587	35	22	6	0.272727272727273	0.171428571428571	GO:0000302	GO:BP	response to reactive oxygen species	752	93	c("GO:0006979", "GO:1901700")	IDA IMP,IEA,IDA,IMP,IMP,IMP	FOS,HDAC2,HIF1A,MAPK1,MAPK3,MAPK8
query_1	TRUE	0.0150009091460587	152	22	12	0.545454545454545	0.0789473684210526	GO:0002682	GO:BP	regulation of immune system process	752	1218	c("GO:0002376", "GO:0050789")	IDA IMP,TAS,IEA,IEA,IC IEA,IEA,IDA IEA,IGI IEA,IGI,TAS,IDA,IDA ISS	CDK6,CREBBP,CTNNB1,FOS,HIF1A,JUND,KAT5,MAPK1,MAPK3,MAPK8,XRCC5,XRCC6
query_1	TRUE	0.0150009091460587	106	22	10	0.454545454545455	0.0943396226415094	GO:0007167	GO:BP	enzyme-linked receptor protein signaling pathway	752	2794	GO:0007166	IMP,IEA,IDA,IBA,NAS,IC IEA,IDA IEA,IMP IEA,IDA IMP ISS IBA NAS IEA,IDA IMP ISS IBA NAS IEA	CREBBP,CTNNB1,FOS,GSK3B,HDAC2,HIF1A,MAPK1,MAPK3,SMAD2,SMAD4
query_1	TRUE	0.0150009091460587	23	22	5	0.227272727272727	0.217391304347826	GO:0009612	GO:BP	response to mechanical stimulus	752	3617	c("GO:0009605", "GO:0009628")	TAS,IEA,IEA,IEP,IEP IBA	CTNNB1,FOS,JUND,MAPK3,MAPK8
query_1	TRUE	0.0150009091460587	23	22	5	0.227272727272727	0.217391304347826	GO:0090596	GO:BP	sensory organ morphogenesis	752	19390	c("GO:0007423", "GO:0009887")	IEA,ISS,IEA,IEA,IEA	CTNNB1,HDAC2,HIF1A,MAPK1,MAPK3
query_1	TRUE	0.0150009091460587	152	22	12	0.545454545454545	0.0789473684210526	GO:0044419	GO:BP	biological process involved in interspecies interaction between organisms	752	11653	GO:0008150	IEP,TAS,IEA,IEA,IDA,IEA,IEA,IEA,IEA,IDA,IDA IEA,IDA IEA	CDK6,CREBBP,FOS,HDAC2,HIF1A,JUND,KAT5,MAPK1,MAPK3,MAPK8,XRCC5,XRCC6
query_1	TRUE	0.0150904787593709	13	22	4	0.181818181818182	0.307692307692308	GO:1904356	GO:BP	regulation of telomere maintenance via telomere lengthening	752	24897	c("GO:0010833", "GO:0032204")	ISS IEA,IMP,IMP,IMP	CTNNB1,MAPK1,MAPK3,XRCC5
query_1	TRUE	0.0150904787593709	153	22	12	0.545454545454545	0.0784313725490196	GO:1901701	GO:BP	cellular response to oxygen-containing compound	752	22662	c("GO:0070887", "GO:1901700")	IDA,IDA IMP IEA,IMP ISS IBA NAS,IEA,IEA,IEA,IDA IEA,IMP IEA,IMP IEA,IDA IMP,IEA,IEA	CTNNB1,FOS,GSK3B,HDAC2,HIF1A,JUND,KAT5,MAPK1,MAPK3,MAPK8,SMAD4,XRCC5
query_1	TRUE	0.0153626162225116	130	22	11	0.5	0.0846153846153846	GO:0014070	GO:BP	response to organic cyclic compound	752	4755	GO:0010033	IDA,IEA,NAS,IEA,IEA,IDA,IMP IEA,IMP IEA,IMP IEA,IBA IEA,IDA	CTNNB1,FOS,GSK3B,HDAC2,JUND,KAT5,MAPK1,MAPK3,NCOR2,PGR,SMAD2
query_1	TRUE	0.0153626162225116	375	22	19	0.863636363636364	0.0506666666666667	GO:0043412	GO:BP	macromolecule modification	752	11269	GO:0043170	IDA IBA IEA,IDA IBA TAS IEA,IDA ISS IEA,TAS,IDA IMP IGI ISS TAS IEA,IDA IMP ISS IEA,IDA ISS IEA,IMP,IDA NAS IEA,IDA ISS TAS IEA,IDA IMP IEA,IDA IMP IEA,IDA ISS IBA TAS IEA,IDA IEA,ISS IEA,IBA TAS,IDA IMP IBA TAS IEA,IDA,IDA	CDK6,CREBBP,CTNNB1,FOS,GSK3B,HDAC2,HDAC3,HIF1A,KAT5,MAPK1,MAPK3,MAPK8,PIAS1,SMAD2,SMAD4,UBA52,UBE2I,XRCC5,XRCC6
query_1	TRUE	0.0169461035565208	209	22	14	0.636363636363636	0.0669856459330144	GO:0045595	GO:BP	regulation of cell differentiation	752	12146	c("GO:0030154", "GO:0050793", "GO:0050794")	IDA IMP TAS IEA,IMP IGI ISS TAS NAS IEA,IEA,IMP TAS,NAS IEA,IEA,IC IEA,IEA,IDA ISS IEA,IEA,ISS IEA,ISS IEA,IEA,ISS	CDK6,CTNNB1,FOS,GSK3B,HDAC2,HDAC3,HIF1A,JUND,KAT5,MAPK1,SMAD2,SMAD4,XRCC5,XRCC6
query_1	TRUE	0.0173291288278702	6	22	3	0.136363636363636	0.5	GO:0010822	GO:BP	positive regulation of mitochondrion organization	752	4538	c("GO:0007005", "GO:0010638", "GO:0010821")	IMP ISS,IEA,TAS	GSK3B,HIF1A,MAPK8
query_1	TRUE	0.0179703286314068	38	22	6	0.272727272727273	0.157894736842105	GO:0032496	GO:BP	response to lipopolysaccharide	752	8027	c("GO:0002237", "GO:0033993", "GO:1901700")	IEA,IEA,IEA,IEA,IEA,IDA	FOS,HDAC2,JUND,MAPK1,MAPK3,MAPK8
query_1	TRUE	0.0179703286314068	14	22	4	0.181818181818182	0.285714285714286	GO:0007004	GO:BP	telomere maintenance via telomerase	752	2675	c("GO:0006278", "GO:0010833")	ISS IEA,IMP,IMP,IMP	CTNNB1,MAPK1,MAPK3,XRCC5
query_1	TRUE	0.0179703286314068	14	22	4	0.181818181818182	0.285714285714286	GO:0006278	GO:BP	RNA-templated DNA biosynthetic process	752	2138	GO:0071897	ISS IEA,IMP,IMP,IMP	CTNNB1,MAPK1,MAPK3,XRCC5
query_1	TRUE	0.0179703286314068	14	22	4	0.181818181818182	0.285714285714286	GO:0046686	GO:BP	response to cadmium ion	752	13027	GO:0010038	IMP,IMP,IMP,IMP	FOS,MAPK1,MAPK3,MAPK8
query_1	TRUE	0.0179711862267741	212	22	14	0.636363636363636	0.0660377358490566	GO:0009605	GO:BP	response to external stimulus	752	3610	GO:0050896	IEP,TAS,TAS,IEA,IEA,IDA,IEA,IDA IEA,IDA IGI TAS IEA,IDA IGI IEP IEA,IDA IEP IBA,IEA,IDA IEA,IDA IEA	CDK6,CREBBP,CTNNB1,FOS,HDAC2,HIF1A,JUND,KAT5,MAPK1,MAPK3,MAPK8,SMAD4,XRCC5,XRCC6
query_1	TRUE	0.0201431431872892	39	22	6	0.272727272727273	0.153846153846154	GO:0002237	GO:BP	response to molecule of bacterial origin	752	788	c("GO:0009617", "GO:0010033", "GO:0043207")	IEA,IEA,IEA,IEA,IEA,IDA	FOS,HDAC2,JUND,MAPK1,MAPK3,MAPK8
query_1	TRUE	0.0205243980862766	188	22	13	0.590909090909091	0.0691489361702128	GO:0009888	GO:BP	tissue development	752	3826	GO:0048856	IDA,IMP IGI ISS TAS IEA,IEA,IMP TAS,ISS IEA,IEA,ISS IEA,IEA,IEA,IEA,IEA,IMP ISS IEA,IMP ISS NAS IEA	CDK6,CTNNB1,FOS,GSK3B,HDAC2,HDAC3,HIF1A,KAT5,MAPK1,MAPK3,PGR,SMAD2,SMAD4
query_1	TRUE	0.0205243980862766	26	22	5	0.227272727272727	0.192307692307692	GO:0030324	GO:BP	lung development	752	7136	c("GO:0030323", "GO:0048513", "GO:0060541")	IEA,IEA,IEA,IEA,IEA	CTNNB1,MAPK1,MAPK3,PGR,SMAD2
query_1	TRUE	0.0205243980862766	93	22	9	0.409090909090909	0.0967741935483871	GO:0043085	GO:BP	positive regulation of catalytic activity	752	11100	c("GO:0044093", "GO:0050790")	ISS IEA,IMP,TAS,IMP,IMP,IMP,IDA,IDA TAS,IDA	CTNNB1,GSK3B,HIF1A,MAPK1,MAPK3,MAPK8,UBE2I,XRCC5,XRCC6
query_1	TRUE	0.0205243980862766	26	22	5	0.227272727272727	0.192307692307692	GO:0048562	GO:BP	embryonic organ morphogenesis	752	13573	c("GO:0009887", "GO:0048568", "GO:0048598")	ISS IEA,IEA,IEA,IEA,IEA	CTNNB1,HIF1A,MAPK1,MAPK3,SMAD2
query_1	TRUE	0.0205243980862766	26	22	5	0.227272727272727	0.192307692307692	GO:0030323	GO:BP	respiratory tube development	752	7135	c("GO:0035295", "GO:0048513")	IEA,IEA,IEA,IEA,IEA	CTNNB1,MAPK1,MAPK3,PGR,SMAD2
query_1	TRUE	0.0209903954699064	15	22	4	0.181818181818182	0.266666666666667	GO:0098773	GO:BP	skin epidermis development	752	19938	c("GO:0008544", "GO:0043588", "GO:0060429")	IEA,ISS,IEA,IEA	CTNNB1,HDAC2,HDAC3,SMAD4
query_1	TRUE	0.0209903954699064	56	22	7	0.318181818181818	0.125	GO:0034599	GO:BP	cellular response to oxidative stress	752	9144	c("GO:0006979", "GO:0062197")	IEA,IDA IMP,IEA,IDA IEA,IMP,IMP,IDA IMP	CTNNB1,FOS,HDAC2,HIF1A,MAPK1,MAPK3,MAPK8
query_1	TRUE	0.0221265263336827	76	22	8	0.363636363636364	0.105263157894737	GO:0060322	GO:BP	head development	752	15367	GO:0048856	ISS,ISS IC IEA,IMP,IEA,IEA,IEA,IEA,IEA	CDK6,CTNNB1,GSK3B,HIF1A,MAPK1,MAPK3,NCOR2,XRCC5
query_1	TRUE	0.0221265263336827	2	22	2	0.0909090909090909	1	GO:0002071	GO:BP	glandular epithelial cell maturation	752	679	c("GO:0002068", "GO:0002069")	IEA,IEA	HIF1A,PGR
