#chromosome Enhancer	start Enhancer	end Enhancer	chromosome Enhancer bin	start Enhancer bin	end Enhancer bin	chromosome Promoter	start Promoter	end Promoter	gene name
10	104850000	104865000	10	104855000	104856000	10	105005143	105006142	RPEL1
10	104850000	104865000	10	104856000	104857000	10	105005143	105006142	RPEL1
10	104850000	104865000	10	104857000	104858000	10	105005143	105006142	RPEL1
10	104850000	104865000	10	104858000	104859000	10	105005143	105006142	RPEL1
10	104850000	104865000	10	104859000	104860000	10	105005143	105006142	RPEL1
10	104850000	104865000	10	104860000	104861000	10	105005143	105006142	RPEL1
10	104850000	104865000	10	104861000	104862000	10	105005143	105006142	RPEL1
10	104850000	104865000	10	104862000	104863000	10	105005143	105006142	RPEL1
10	104850000	104865000	10	104863000	104864000	10	105005143	105006142	RPEL1
10	104850000	104865000	10	104864000	104865000	10	105005143	105006142	RPEL1
10	104850000	104865000	10	104865000	104866000	10	105005143	105006142	RPEL1
10	104905000	104920000	10	104914000	104915000	10	104952564	104953563	NT5C2
10	104905000	104920000	10	104915000	104916000	10	104952564	104953563	NT5C2
10	104905000	104920000	10	104916000	104917000	10	104952564	104953563	NT5C2
10	104905000	104920000	10	104917000	104918000	10	104952564	104953563	NT5C2
10	104905000	104920000	10	104914000	104915000	10	105005143	105006142	RPEL1
10	104905000	104920000	10	104915000	104916000	10	105005143	105006142	RPEL1
10	104905000	104920000	10	104916000	104917000	10	105005143	105006142	RPEL1
10	104910000	104925000	10	104914000	104915000	10	104952564	104953563	NT5C2
10	104910000	104925000	10	104915000	104916000	10	104952564	104953563	NT5C2
10	104910000	104925000	10	104916000	104917000	10	104952564	104953563	NT5C2
10	104910000	104925000	10	104917000	104918000	10	104952564	104953563	NT5C2
10	104910000	104925000	10	104913000	104914000	10	105005143	105006142	RPEL1
10	104910000	104925000	10	104914000	104915000	10	105005143	105006142	RPEL1
10	104910000	104925000	10	104915000	104916000	10	105005143	105006142	RPEL1
10	104910000	104925000	10	104916000	104917000	10	105005143	105006142	RPEL1
10	104910000	104925000	10	104917000	104918000	10	105005143	105006142	RPEL1
10	104910000	104925000	10	104918000	104919000	10	105005143	105006142	RPEL1
10	104910000	104925000	10	104919000	104920000	10	105005143	105006142	RPEL1
10	104925000	104940000	10	104930000	104931000	10	105005143	105006142	RPEL1
10	104925000	104940000	10	104931000	104932000	10	105005143	105006142	RPEL1
10	105470000	105485000	10	105477000	105478000	10	105614665	105615664	SH3PXD2A
10	105545000	105560000	10	105554000	105555000	10	105614665	105615664	SH3PXD2A
10	105545000	105560000	10	105555000	105556000	10	105614665	105615664	SH3PXD2A
10	105640000	105655000	10	105650000	105651000	10	105881315	105882314	SFR1
10	105640000	105655000	10	105654000	105655000	10	105881315	105882314	SFR1
10	105645000	105660000	10	105650000	105651000	10	105726442	105727441	SLK
10	105645000	105660000	10	105651000	105652000	10	105726442	105727441	SLK
10	105645000	105660000	10	105652000	105653000	10	105726442	105727441	SLK
10	105645000	105660000	10	105653000	105654000	10	105726442	105727441	SLK
10	105645000	105660000	10	105654000	105655000	10	105726442	105727441	SLK
10	105645000	105660000	10	105655000	105656000	10	105726442	105727441	SLK
10	105645000	105660000	10	105648000	105649000	10	105881315	105882314	SFR1
10	105645000	105660000	10	105649000	105650000	10	105881315	105882314	SFR1
10	105645000	105660000	10	105650000	105651000	10	105881315	105882314	SFR1
10	105645000	105660000	10	105651000	105652000	10	105881315	105882314	SFR1
10	105645000	105660000	10	105652000	105653000	10	105881315	105882314	SFR1
10	105645000	105660000	10	105653000	105654000	10	105881315	105882314	SFR1
10	105645000	105660000	10	105654000	105655000	10	105881315	105882314	SFR1
10	105645000	105660000	10	105648000	105649000	10	106028130	106029129	GSTO2
10	105645000	105660000	10	105649000	105650000	10	106028130	106029129	GSTO2
10	105645000	105660000	10	105650000	105651000	10	106028130	106029129	GSTO2
10	105645000	105660000	10	105651000	105652000	10	106028130	106029129	GSTO2
10	105645000	105660000	10	105652000	105653000	10	106028130	106029129	GSTO2
10	105645000	105660000	10	105653000	105654000	10	106028130	106029129	GSTO2
10	105645000	105660000	10	105654000	105655000	10	106028130	106029129	GSTO2
10	105645000	105660000	10	105648000	105649000	10	106027664	106028663	MIR4482
10	105645000	105660000	10	105649000	105650000	10	106027664	106028663	MIR4482
10	105645000	105660000	10	105650000	105651000	10	106027664	106028663	MIR4482
10	105645000	105660000	10	105651000	105652000	10	106027664	106028663	MIR4482
10	105645000	105660000	10	105652000	105653000	10	106027664	106028663	MIR4482
10	105645000	105660000	10	105653000	105654000	10	106027664	106028663	MIR4482
10	105645000	105660000	10	105654000	105655000	10	106027664	106028663	MIR4482
10	105645000	105660000	10	105655000	105656000	10	106027664	106028663	MIR4482
10	106030000	106045000	10	106038000	106039000	10	106097752	106098751	ITPRIP
10	106030000	106045000	10	106039000	106040000	10	106097752	106098751	ITPRIP
10	106040000	106055000	10	106049000	106050000	10	106097752	106098751	ITPRIP
10	106040000	106055000	10	106050000	106051000	10	106097752	106098751	ITPRIP
10	106040000	106055000	10	106051000	106052000	10	106097752	106098751	ITPRIP
10	106040000	106055000	10	106052000	106053000	10	106097752	106098751	ITPRIP
10	106040000	106055000	10	106053000	106054000	10	106097752	106098751	ITPRIP
10	106040000	106055000	10	106054000	106055000	10	106097752	106098751	ITPRIP
10	106040000	106055000	10	106055000	106056000	10	106097752	106098751	ITPRIP
10	106040000	106055000	10	106056000	106057000	10	106097752	106098751	ITPRIP
10	106040000	106055000	10	106050000	106051000	10	106113021	106114020	CFAP58
10	106040000	106055000	10	106051000	106052000	10	106113021	106114020	CFAP58
10	106040000	106055000	10	106052000	106053000	10	106113021	106114020	CFAP58
10	106040000	106055000	10	106053000	106054000	10	106113021	106114020	CFAP58
10	106040000	106055000	10	106054000	106055000	10	106113021	106114020	CFAP58
10	106040000	106055000	10	106055000	106056000	10	106113021	106114020	CFAP58
10	106040000	106055000	10	106056000	106057000	10	106113021	106114020	CFAP58
10	106040000	106055000	10	106050000	106051000	10	106112834	106113833	CFAP58-AS1
10	106040000	106055000	10	106051000	106052000	10	106112834	106113833	CFAP58-AS1
10	106040000	106055000	10	106052000	106053000	10	106112834	106113833	CFAP58-AS1
10	106040000	106055000	10	106053000	106054000	10	106112834	106113833	CFAP58-AS1
10	106040000	106055000	10	106054000	106055000	10	106112834	106113833	CFAP58-AS1
10	106040000	106055000	10	106055000	106056000	10	106112834	106113833	CFAP58-AS1
10	106040000	106055000	10	106056000	106057000	10	106112834	106113833	CFAP58-AS1
10	106055000	106070000	10	106061000	106062000	10	106097752	106098751	ITPRIP
10	106055000	106070000	10	106065000	106066000	10	106097752	106098751	ITPRIP
10	106055000	106070000	10	106063000	106064000	10	106113021	106114020	CFAP58
10	106055000	106070000	10	106063000	106064000	10	106112834	106113833	CFAP58-AS1
10	106065000	106080000	10	106073000	106074000	10	106097752	106098751	ITPRIP
10	106065000	106080000	10	106074000	106075000	10	106097752	106098751	ITPRIP
10	106065000	106080000	10	106080000	106081000	10	106097752	106098751	ITPRIP
10	111660000	111675000	10	111667000	111668000	10	111755607	111756606	ADD3
10	111660000	111675000	10	111668000	111669000	10	111755607	111756606	ADD3
10	111660000	111675000	10	111669000	111670000	10	111755607	111756606	ADD3
10	111660000	111675000	10	111670000	111671000	10	111755607	111756606	ADD3
10	111660000	111675000	10	111671000	111672000	10	111755607	111756606	ADD3
10	111660000	111675000	10	111668000	111669000	10	111767640	111768639	ADD3-AS1
10	111660000	111675000	10	111673000	111674000	10	111767640	111768639	ADD3-AS1
10	111660000	111675000	10	111675000	111676000	10	111966862	111967861	MXI1
10	111660000	111675000	10	111676000	111677000	10	111966862	111967861	MXI1
10	111740000	111755000	10	111756000	111757000	10	111767640	111768639	ADD3-AS1
10	112505000	112520000	10	112515000	112516000	10	112630163	112631162	PDCD4-AS1
10	112505000	112520000	10	112516000	112517000	10	112630163	112631162	PDCD4-AS1
10	112505000	112520000	10	112517000	112518000	10	112630163	112631162	PDCD4-AS1
10	112505000	112520000	10	112518000	112519000	10	112630163	112631162	PDCD4-AS1
10	112505000	112520000	10	112515000	112516000	10	112631052	112632051	PDCD4
10	112505000	112520000	10	112516000	112517000	10	112631052	112632051	PDCD4
10	112505000	112520000	10	112517000	112518000	10	112631052	112632051	PDCD4
10	112505000	112520000	10	112518000	112519000	10	112631052	112632051	PDCD4
10	112505000	112520000	10	112513000	112514000	10	112657347	112658346	MIR4680
10	112505000	112520000	10	112514000	112515000	10	112657347	112658346	MIR4680
10	112505000	112520000	10	112515000	112516000	10	112657347	112658346	MIR4680
10	112505000	112520000	10	112516000	112517000	10	112657347	112658346	MIR4680
10	112505000	112520000	10	112508000	112509000	10	112678627	112679626	SHOC2
10	112505000	112520000	10	112515000	112516000	10	112678627	112679626	SHOC2
10	112505000	112520000	10	112516000	112517000	10	112678627	112679626	SHOC2
10	112505000	112520000	10	112517000	112518000	10	112678627	112679626	SHOC2
10	112505000	112520000	10	112518000	112519000	10	112678627	112679626	SHOC2
10	112505000	112520000	10	112508000	112509000	10	112678625	112679624	BBIP1
10	112505000	112520000	10	112515000	112516000	10	112678625	112679624	BBIP1
10	112505000	112520000	10	112516000	112517000	10	112678625	112679624	BBIP1
10	112505000	112520000	10	112517000	112518000	10	112678625	112679624	BBIP1
10	112505000	112520000	10	112518000	112519000	10	112678625	112679624	BBIP1
10	112510000	112525000	10	112515000	112516000	10	112630163	112631162	PDCD4-AS1
10	112510000	112525000	10	112516000	112517000	10	112630163	112631162	PDCD4-AS1
10	112510000	112525000	10	112517000	112518000	10	112630163	112631162	PDCD4-AS1
10	112510000	112525000	10	112518000	112519000	10	112630163	112631162	PDCD4-AS1
10	112510000	112525000	10	112515000	112516000	10	112631052	112632051	PDCD4
10	112510000	112525000	10	112516000	112517000	10	112631052	112632051	PDCD4
10	112510000	112525000	10	112517000	112518000	10	112631052	112632051	PDCD4
10	112510000	112525000	10	112518000	112519000	10	112631052	112632051	PDCD4
10	114085000	114100000	10	114091000	114092000	10	114115854	114116853	GUCY2GP
10	114085000	114100000	10	114092000	114093000	10	114115854	114116853	GUCY2GP
10	114085000	114100000	10	114093000	114094000	10	114115854	114116853	GUCY2GP
10	114085000	114100000	10	114094000	114095000	10	114115854	114116853	GUCY2GP
10	114085000	114100000	10	114095000	114096000	10	114115854	114116853	GUCY2GP
10	114085000	114100000	10	114092000	114093000	10	114206245	114207244	VTI1A
10	114085000	114100000	10	114093000	114094000	10	114206245	114207244	VTI1A
10	114085000	114100000	10	114099000	114100000	10	114206245	114207244	VTI1A
10	114085000	114100000	10	114092000	114093000	10	114206218	114207217	ZDHHC6
10	114085000	114100000	10	114093000	114094000	10	114206218	114207217	ZDHHC6
10	114085000	114100000	10	114099000	114100000	10	114206218	114207217	ZDHHC6
10	115710000	115725000	10	115719000	115720000	10	115803305	115804304	ADRB1
10	115710000	115725000	10	115720000	115721000	10	115803305	115804304	ADRB1
10	116225000	116240000	10	116226000	116227000	10	116581002	116582001	FAM160B1
10	116225000	116240000	10	116227000	116228000	10	116581002	116582001	FAM160B1
10	116225000	116240000	10	116231000	116232000	10	116581002	116582001	FAM160B1
10	116260000	116275000	10	116266000	116267000	10	116581002	116582001	FAM160B1
10	116260000	116275000	10	116267000	116268000	10	116581002	116582001	FAM160B1
10	116260000	116275000	10	116268000	116269000	10	116581002	116582001	FAM160B1
10	116260000	116275000	10	116275000	116276000	10	116581002	116582001	FAM160B1
10	116530000	116545000	10	116540000	116541000	10	116581002	116582001	FAM160B1
10	116530000	116545000	10	116541000	116542000	10	116581002	116582001	FAM160B1
10	116610000	116625000	10	116618000	116619000	10	116852623	116853622	ATRNL1
10	116610000	116625000	10	116619000	116620000	10	116852623	116853622	ATRNL1
10	116610000	116625000	10	116620000	116621000	10	116852623	116853622	ATRNL1
10	116610000	116625000	10	116621000	116622000	10	116852623	116853622	ATRNL1
10	116610000	116625000	10	116622000	116623000	10	116852623	116853622	ATRNL1
10	116610000	116625000	10	116623000	116624000	10	116852623	116853622	ATRNL1
10	11870000	11885000	10	11876000	11877000	10	12084670	12085669	UPF2
10	11870000	11885000	10	11877000	11878000	10	12084670	12085669	UPF2
10	119100000	119115000	10	119109000	119110000	10	119134479	119135478	PDZD8
10	120480000	120495000	10	120486000	120487000	10	120514259	120515258	CACUL1
10	120480000	120495000	10	120487000	120488000	10	120514259	120515258	CACUL1
10	120480000	120495000	10	120488000	120489000	10	120514259	120515258	CACUL1
10	120480000	120495000	10	120489000	120490000	10	120514259	120515258	CACUL1
10	120480000	120495000	10	120490000	120491000	10	120514259	120515258	CACUL1
10	120480000	120495000	10	120491000	120492000	10	120514259	120515258	CACUL1
10	120760000	120775000	10	120767000	120768000	10	120788727	120789726	NANOS1
10	12090000	12105000	10	12097000	12098000	10	12110415	12111414	DHTKD1
10	121370000	121385000	10	121379000	121380000	10	121410381	121411380	BAG3
10	121370000	121385000	10	121380000	121381000	10	121410381	121411380	BAG3
10	124430000	124445000	10	124437000	124438000	10	124638648	124639647	LOC399815
10	124430000	124445000	10	124438000	124439000	10	124638648	124639647	LOC399815
10	124430000	124445000	10	124439000	124440000	10	124638648	124639647	LOC399815
10	124430000	124445000	10	124440000	124441000	10	124638648	124639647	LOC399815
10	124430000	124445000	10	124444000	124445000	10	124638648	124639647	LOC399815
10	124430000	124445000	10	124437000	124438000	10	124638658	124639657	FAM24B
10	124430000	124445000	10	124438000	124439000	10	124638658	124639657	FAM24B
10	124430000	124445000	10	124439000	124440000	10	124638658	124639657	FAM24B
10	124430000	124445000	10	124440000	124441000	10	124638658	124639657	FAM24B
10	124430000	124445000	10	124444000	124445000	10	124638658	124639657	FAM24B
10	12640000	12655000	10	12648000	12649000	10	13341631	13342630	PHYH
10	12640000	12655000	10	12649000	12650000	10	13341631	13342630	PHYH
10	126610000	126625000	10	126616000	126617000	10	126849131	126850130	CTBP2
10	126690000	126705000	10	126697000	126698000	10	126849131	126850130	CTBP2
10	126690000	126705000	10	126698000	126699000	10	126849131	126850130	CTBP2
10	126690000	126705000	10	126697000	126698000	10	127371214	127372213	TEX36
10	126690000	126705000	10	126698000	126699000	10	127371214	127372213	TEX36
10	126690000	126705000	10	126697000	126698000	10	127371311	127372310	LOC283038
10	126690000	126705000	10	126698000	126699000	10	127371311	127372310	LOC283038
10	126690000	126705000	10	126697000	126698000	10	127407563	127408562	FLJ37035
10	126690000	126705000	10	126698000	126699000	10	127407563	127408562	FLJ37035
10	126690000	126705000	10	126699000	126700000	10	127407563	127408562	FLJ37035
10	126690000	126705000	10	126697000	126698000	10	127407583	127408582	EDRF1
10	126690000	126705000	10	126698000	126699000	10	127407583	127408582	EDRF1
10	126690000	126705000	10	126699000	126700000	10	127407583	127408582	EDRF1
10	126690000	126705000	10	126698000	126699000	10	127440130	127441129	EDRF1-AS1
10	126690000	126705000	10	126699000	126700000	10	127440130	127441129	EDRF1-AS1
10	126690000	126705000	10	126697000	126698000	10	127463891	127464890	MMP21
10	126690000	126705000	10	126698000	126699000	10	127463891	127464890	MMP21
10	126690000	126705000	10	126697000	126698000	10	127507808	127508807	MIR4484
10	126690000	126705000	10	126698000	126699000	10	127507808	127508807	MIR4484
10	126690000	126705000	10	126699000	126700000	10	127507808	127508807	MIR4484
10	126690000	126705000	10	126698000	126699000	10	127511603	127512602	BCCIP
10	126690000	126705000	10	126698000	126699000	10	127511338	127512337	UROS
10	126695000	126710000	10	126697000	126698000	10	127407563	127408562	FLJ37035
10	126695000	126710000	10	126698000	126699000	10	127407563	127408562	FLJ37035
10	126695000	126710000	10	126699000	126700000	10	127407563	127408562	FLJ37035
10	126695000	126710000	10	126697000	126698000	10	127407583	127408582	EDRF1
10	126695000	126710000	10	126698000	126699000	10	127407583	127408582	EDRF1
10	126695000	126710000	10	126699000	126700000	10	127407583	127408582	EDRF1
10	126705000	126720000	10	126713000	126714000	10	126849131	126850130	CTBP2
10	126705000	126720000	10	126714000	126715000	10	127371214	127372213	TEX36
10	126705000	126720000	10	126718000	126719000	10	127371214	127372213	TEX36
10	126705000	126720000	10	126719000	126720000	10	127371214	127372213	TEX36
10	126705000	126720000	10	126720000	126721000	10	127371214	127372213	TEX36
10	126705000	126720000	10	126721000	126722000	10	127371214	127372213	TEX36
10	126705000	126720000	10	126714000	126715000	10	127371311	127372310	LOC283038
10	126705000	126720000	10	126720000	126721000	10	127371311	127372310	LOC283038
10	126705000	126720000	10	126706000	126707000	10	127407563	127408562	FLJ37035
10	126705000	126720000	10	126707000	126708000	10	127407563	127408562	FLJ37035
10	126705000	126720000	10	126713000	126714000	10	127407563	127408562	FLJ37035
10	126705000	126720000	10	126714000	126715000	10	127407563	127408562	FLJ37035
10	126705000	126720000	10	126706000	126707000	10	127407583	127408582	EDRF1
10	126705000	126720000	10	126707000	126708000	10	127407583	127408582	EDRF1
10	126705000	126720000	10	126713000	126714000	10	127407583	127408582	EDRF1
10	126705000	126720000	10	126714000	126715000	10	127407583	127408582	EDRF1
10	126725000	126740000	10	126735000	126736000	10	126849131	126850130	CTBP2
10	126725000	126740000	10	126736000	126737000	10	126849131	126850130	CTBP2
10	126725000	126740000	10	126737000	126738000	10	126849131	126850130	CTBP2
10	126730000	126745000	10	126736000	126737000	10	127407563	127408562	FLJ37035
10	126730000	126745000	10	126737000	126738000	10	127407563	127408562	FLJ37035
10	126730000	126745000	10	126738000	126739000	10	127407563	127408562	FLJ37035
10	126730000	126745000	10	126736000	126737000	10	127407583	127408582	EDRF1
10	126730000	126745000	10	126737000	126738000	10	127407583	127408582	EDRF1
10	126730000	126745000	10	126738000	126739000	10	127407583	127408582	EDRF1
10	126740000	126755000	10	126749000	126750000	10	126849131	126850130	CTBP2
10	126740000	126755000	10	126750000	126751000	10	126849131	126850130	CTBP2
10	126740000	126755000	10	126751000	126752000	10	126849131	126850130	CTBP2
10	126740000	126755000	10	126752000	126753000	10	126849131	126850130	CTBP2
10	126740000	126755000	10	126753000	126754000	10	126849131	126850130	CTBP2
10	126740000	126755000	10	126754000	126755000	10	126849131	126850130	CTBP2
10	126740000	126755000	10	126755000	126756000	10	126849131	126850130	CTBP2
10	126740000	126755000	10	126747000	126748000	10	127371214	127372213	TEX36
10	126740000	126755000	10	126748000	126749000	10	127371214	127372213	TEX36
10	126740000	126755000	10	126748000	126749000	10	127371311	127372310	LOC283038
10	126740000	126755000	10	126749000	126750000	10	127371311	127372310	LOC283038
10	126740000	126755000	10	126750000	126751000	10	127371311	127372310	LOC283038
10	126740000	126755000	10	126747000	126748000	10	127407563	127408562	FLJ37035
10	126740000	126755000	10	126748000	126749000	10	127407563	127408562	FLJ37035
10	126740000	126755000	10	126753000	126754000	10	127407563	127408562	FLJ37035
10	126740000	126755000	10	126754000	126755000	10	127407563	127408562	FLJ37035
10	126740000	126755000	10	126755000	126756000	10	127407563	127408562	FLJ37035
10	126740000	126755000	10	126747000	126748000	10	127407583	127408582	EDRF1
10	126740000	126755000	10	126748000	126749000	10	127407583	127408582	EDRF1
10	126740000	126755000	10	126753000	126754000	10	127407583	127408582	EDRF1
10	126740000	126755000	10	126754000	126755000	10	127407583	127408582	EDRF1
10	126740000	126755000	10	126755000	126756000	10	127407583	127408582	EDRF1
10	126745000	126760000	10	126749000	126750000	10	126849131	126850130	CTBP2
10	126745000	126760000	10	126750000	126751000	10	126849131	126850130	CTBP2
10	126745000	126760000	10	126751000	126752000	10	126849131	126850130	CTBP2
10	126745000	126760000	10	126752000	126753000	10	126849131	126850130	CTBP2
10	126745000	126760000	10	126753000	126754000	10	126849131	126850130	CTBP2
10	126745000	126760000	10	126754000	126755000	10	126849131	126850130	CTBP2
10	126745000	126760000	10	126755000	126756000	10	126849131	126850130	CTBP2
10	126745000	126760000	10	126747000	126748000	10	127407563	127408562	FLJ37035
10	126745000	126760000	10	126748000	126749000	10	127407563	127408562	FLJ37035
10	126745000	126760000	10	126753000	126754000	10	127407563	127408562	FLJ37035
10	126745000	126760000	10	126754000	126755000	10	127407563	127408562	FLJ37035
10	126745000	126760000	10	126755000	126756000	10	127407563	127408562	FLJ37035
10	126745000	126760000	10	126747000	126748000	10	127407583	127408582	EDRF1
10	126745000	126760000	10	126748000	126749000	10	127407583	127408582	EDRF1
10	126745000	126760000	10	126753000	126754000	10	127407583	127408582	EDRF1
10	126745000	126760000	10	126754000	126755000	10	127407583	127408582	EDRF1
10	126745000	126760000	10	126755000	126756000	10	127407583	127408582	EDRF1
10	126765000	126780000	10	126774000	126775000	10	126849131	126850130	CTBP2
10	126765000	126780000	10	126775000	126776000	10	126849131	126850130	CTBP2
10	126765000	126780000	10	126767000	126768000	10	127371214	127372213	TEX36
10	126765000	126780000	10	126774000	126775000	10	127371214	127372213	TEX36
10	126765000	126780000	10	126775000	126776000	10	127371214	127372213	TEX36
10	126765000	126780000	10	126773000	126774000	10	127371311	127372310	LOC283038
10	126765000	126780000	10	126774000	126775000	10	127371311	127372310	LOC283038
10	126765000	126780000	10	126774000	126775000	10	127407563	127408562	FLJ37035
10	126765000	126780000	10	126774000	126775000	10	127407583	127408582	EDRF1
10	126765000	126780000	10	126774000	126775000	10	127511603	127512602	BCCIP
10	126765000	126780000	10	126775000	126776000	10	127511603	127512602	BCCIP
10	126765000	126780000	10	126774000	126775000	10	127511338	127512337	UROS
10	126765000	126780000	10	126775000	126776000	10	127511338	127512337	UROS
10	126765000	126780000	10	126775000	126776000	10	127507808	127508807	MIR4484
10	126765000	126780000	10	126776000	126777000	10	127507808	127508807	MIR4484
10	127205000	127220000	10	127214000	127215000	10	127407563	127408562	FLJ37035
10	127205000	127220000	10	127214000	127215000	10	127407583	127408582	EDRF1
10	127220000	127235000	10	127226000	127227000	10	127407563	127408562	FLJ37035
10	127220000	127235000	10	127227000	127228000	10	127407563	127408562	FLJ37035
10	127220000	127235000	10	127228000	127229000	10	127407563	127408562	FLJ37035
10	127220000	127235000	10	127226000	127227000	10	127407583	127408582	EDRF1
10	127220000	127235000	10	127227000	127228000	10	127407583	127408582	EDRF1
10	127220000	127235000	10	127228000	127229000	10	127407583	127408582	EDRF1
10	127315000	127330000	10	127322000	127323000	10	127371214	127372213	TEX36
10	127315000	127330000	10	127323000	127324000	10	127371214	127372213	TEX36
10	127315000	127330000	10	127324000	127325000	10	127371214	127372213	TEX36
10	127315000	127330000	10	127322000	127323000	10	127371311	127372310	LOC283038
10	127315000	127330000	10	127323000	127324000	10	127371311	127372310	LOC283038
10	127315000	127330000	10	127319000	127320000	10	127407563	127408562	FLJ37035
10	127315000	127330000	10	127320000	127321000	10	127407563	127408562	FLJ37035
10	127315000	127330000	10	127321000	127322000	10	127407563	127408562	FLJ37035
10	127315000	127330000	10	127322000	127323000	10	127407563	127408562	FLJ37035
10	127315000	127330000	10	127323000	127324000	10	127407563	127408562	FLJ37035
10	127315000	127330000	10	127324000	127325000	10	127407563	127408562	FLJ37035
10	127315000	127330000	10	127319000	127320000	10	127407583	127408582	EDRF1
10	127315000	127330000	10	127320000	127321000	10	127407583	127408582	EDRF1
10	127315000	127330000	10	127321000	127322000	10	127407583	127408582	EDRF1
10	127315000	127330000	10	127322000	127323000	10	127407583	127408582	EDRF1
10	127315000	127330000	10	127323000	127324000	10	127407583	127408582	EDRF1
10	127315000	127330000	10	127324000	127325000	10	127407583	127408582	EDRF1
10	129900000	129915000	10	129910000	129911000	10	129923969	129924968	MKI67
10	129900000	129915000	10	129916000	129917000	10	129923969	129924968	MKI67
10	131875000	131890000	10	131886000	131887000	10	131908582	131909581	LINC00959
