Gene	cluster	CTCF	CTCF_OR	CTCF_pv	GWAS	GWAS_OR	GWAS_pv	GWAS_Cat_prostate.carcinoma	GWAS_Cat_prostate.carcinoma_OR	GWAS_Cat_prostate.carcinoma_pv
TIFA	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
EIF4EBP3	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SGPP1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SLC12A6	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SYNCRIP	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
KAT6B	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
LINC01280	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PFKFB3	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
NUDT2	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
IL13RA1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
POU6F1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ATRNL1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ING2	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MAPK9	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
STXBP5L	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
KCNH2	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
UGCG	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MAPK6	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MAP3K9	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PARP8	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PJA1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MRPL46	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MRPS11	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ANG	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
RNASE4	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SNHG12	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MRPL48	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
IQCH	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MBNL3	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
GAS6-AS2	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
GAS6	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SYK	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
COL16A1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SEMA4B	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PARP11	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CPD	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SPIRE1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
VPS37D	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
IFNGR2	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ATP11B	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CNOT4	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
THBS1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MSL1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
LOC101927666	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
DYNLL2	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CCDC18-AS1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
DR1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
FSIP1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
LOC105370941	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MOV10	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
KIZ	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PCBP4	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PMS2P4	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
STAG3L4	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
IER3IP1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ABCC5	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
LOC102724596	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
VEZT	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
FGD6	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
RUSC2	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PCDH1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MIR7848	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MORF4L2	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MORF4L2-AS1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
RRAS	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SCAF1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
NXT1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SLC37A3	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
NCOA5	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ZFP64	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CTSB	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
UBE2E1-AS1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
UBE2E1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
RITA1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
DDX54	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SGSM3	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
U2AF1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CORO1B	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PDXK	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CCDC157	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SF3A1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SLC17A5	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MANBA	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
THOC1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
FBXO25	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ST14	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
TRIM56	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
RHOC	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CALML5	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
RPP25L	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ZNF44	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CAP1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ATXN2	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PPIL6	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
APPL1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
DSG2	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
LOC100507250	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
NUP107	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
POU4F1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CRIP1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ANKRD9	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
TEN1-CDK3	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ACOX1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
DNAJC13	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
DNAH14	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SAP18	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
WASL	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
KCTD10	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
UBE3B	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PPWD1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CENPK	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
INHBE	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
LOXL1-AS1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SOBP	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PSMA1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PDE3B	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
TINAGL1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ZNF449	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
DLGAP5	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CAST	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PARP4	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PAPSS1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ABHD16B	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CD2AP	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
LOC441086	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
TMEM238	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
TNFSF9	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
BAIAP2L1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
COL23A1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SLC25A4	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ATP11A-AS1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
GIT2	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PAIP1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
FEM1A	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
FAM201A	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ANKRD18A	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
LOC399815	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
FAM24B	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ABHD14B	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ANKH	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
RBM8A	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
LOC51145	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
CTH	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
WISP1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SLC1A5	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ATP5L	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ESCO1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SKIV2L2	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
DHX29	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
TMEM62	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MIR1289-1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
GGT1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
AIMP1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PLPP3	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SPATA6L	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
RSL24D1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MIR6792	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ASPM	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
LINC00941	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
NBN	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
DUSP12	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
VAC14-AS1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PDGFRL	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
TTC29	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
LINC00304	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
KIAA1683	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
STK25	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
C2CD4D	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
PNPLA7	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
KLK4	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SLC35F6	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
SLC7A8	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
DNASE1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ZNF263	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MICA	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
TIMM10	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
MUTYH	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
TMEM253	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
ALDH9A1	1	-	0.6170459035769611	1.9157567646320146e-09	=	0.6132661326613266	0.1433590404870333	=	0.46731628095818106	0.1609585306153573
